"passenger_id","survived","pclass","sex","fare","embarked","age_months","minor","family_size","traveling_alone"
445,1,3,"male",8.1,"S",NA,NA,1,TRUE
446,1,1,"male",81.9,"S",48,TRUE,3,FALSE
447,1,2,"female",19.5,"S",156,TRUE,2,FALSE
448,1,1,"male",26.6,"S",408,FALSE,1,TRUE
449,1,3,"female",19.3,"C",60,TRUE,4,FALSE
450,1,1,"male",30.5,"S",624,FALSE,1,TRUE
451,0,2,"male",27.8,"S",432,FALSE,4,FALSE
452,0,3,"male",20,"S",NA,NA,2,FALSE
453,0,1,"male",27.8,"C",360,FALSE,1,TRUE
454,1,1,"male",89.1,"C",588,FALSE,2,FALSE
455,0,3,"male",8.1,"S",NA,NA,1,TRUE
456,1,3,"male",7.9,"C",348,FALSE,1,TRUE
457,0,1,"male",26.6,"S",780,FALSE,1,TRUE
458,1,1,"female",51.9,"S",NA,NA,2,FALSE
459,1,2,"female",10.5,"S",600,FALSE,1,TRUE
460,0,3,"male",7.8,"Q",NA,NA,1,TRUE
461,1,1,"male",26.6,"S",576,FALSE,1,TRUE
462,0,3,"male",8.1,"S",408,FALSE,1,TRUE
463,0,1,"male",38.5,"S",564,FALSE,1,TRUE
464,0,2,"male",13,"S",576,FALSE,1,TRUE
465,0,3,"male",8.1,"S",NA,NA,1,TRUE
466,0,3,"male",7,"S",456,FALSE,1,TRUE
467,0,2,"male",0,"S",NA,NA,1,TRUE
468,0,1,"male",26.6,"S",672,FALSE,1,TRUE
469,0,3,"male",7.7,"Q",NA,NA,1,TRUE
470,1,3,"female",19.3,"C",9,TRUE,4,FALSE
471,0,3,"male",7.2,"S",NA,NA,1,TRUE
472,0,3,"male",8.7,"S",456,FALSE,1,TRUE
473,1,2,"female",27.8,"S",396,FALSE,4,FALSE
474,1,2,"female",13.8,"C",276,FALSE,1,TRUE
475,0,3,"female",9.8,"S",264,FALSE,1,TRUE
476,0,1,"male",52,"S",NA,NA,1,TRUE
477,0,2,"male",21,"S",408,FALSE,2,FALSE
478,0,3,"male",7,"S",348,FALSE,2,FALSE
479,0,3,"male",7.5,"S",264,FALSE,1,TRUE
480,1,3,"female",12.3,"S",24,TRUE,2,FALSE
481,0,3,"male",46.9,"S",108,TRUE,8,FALSE
482,0,2,"male",0,"S",NA,NA,1,TRUE
483,0,3,"male",8.1,"S",600,FALSE,1,TRUE
484,1,3,"female",9.6,"S",756,FALSE,1,TRUE
485,1,1,"male",91.1,"C",300,FALSE,2,FALSE
486,0,3,"female",25.5,"S",NA,NA,5,FALSE
487,1,1,"female",90,"S",420,FALSE,2,FALSE
488,0,1,"male",29.7,"C",696,FALSE,1,TRUE
489,0,3,"male",8.1,"S",360,FALSE,1,TRUE
490,1,3,"male",15.9,"S",108,TRUE,3,FALSE
491,0,3,"male",20,"S",NA,NA,2,FALSE
492,0,3,"male",7.2,"S",252,FALSE,1,TRUE
493,0,1,"male",30.5,"S",660,FALSE,1,TRUE
494,0,1,"male",49.5,"C",852,FALSE,1,TRUE
495,0,3,"male",8.1,"S",252,FALSE,1,TRUE
496,0,3,"male",14.5,"C",NA,NA,1,TRUE
497,1,1,"female",78.3,"C",648,FALSE,2,FALSE
498,0,3,"male",15.1,"S",NA,NA,1,TRUE
499,0,1,"female",151.6,"S",300,FALSE,4,FALSE
500,0,3,"male",7.8,"S",288,FALSE,1,TRUE
501,0,3,"male",8.7,"S",204,TRUE,1,TRUE
502,0,3,"female",7.8,"Q",252,FALSE,1,TRUE
503,0,3,"female",7.6,"Q",NA,NA,1,TRUE
504,0,3,"female",9.6,"S",444,FALSE,1,TRUE
505,1,1,"female",86.5,"S",192,TRUE,1,TRUE
506,0,1,"male",108.9,"C",216,TRUE,2,FALSE
507,1,2,"female",26,"S",396,FALSE,3,FALSE
508,1,1,"male",26.6,"S",NA,NA,1,TRUE
509,0,3,"male",22.5,"S",336,FALSE,1,TRUE
510,1,3,"male",56.5,"S",312,FALSE,1,TRUE
511,1,3,"male",7.8,"Q",348,FALSE,1,TRUE
512,0,3,"male",8.1,"S",NA,NA,1,TRUE
513,1,1,"male",26.3,"S",432,FALSE,1,TRUE
514,1,1,"female",59.4,"C",648,FALSE,2,FALSE
515,0,3,"male",7.5,"S",288,FALSE,1,TRUE
516,0,1,"male",34,"S",564,FALSE,1,TRUE
517,1,2,"female",10.5,"S",408,FALSE,1,TRUE
518,0,3,"male",24.1,"Q",NA,NA,1,TRUE
519,1,2,"female",26,"S",432,FALSE,2,FALSE
520,0,3,"male",7.9,"S",384,FALSE,1,TRUE
521,1,1,"female",93.5,"S",360,FALSE,1,TRUE
522,0,3,"male",7.9,"S",264,FALSE,1,TRUE
523,0,3,"male",7.2,"C",NA,NA,1,TRUE
524,1,1,"female",58,"C",528,FALSE,2,FALSE
525,0,3,"male",7.2,"C",NA,NA,1,TRUE
526,0,3,"male",7.8,"Q",486,FALSE,1,TRUE
527,1,2,"female",10.5,"S",600,FALSE,1,TRUE
528,0,1,"male",221.8,"S",NA,NA,1,TRUE
529,0,3,"male",7.9,"S",468,FALSE,1,TRUE
530,0,2,"male",11.5,"S",276,FALSE,4,FALSE
531,1,2,"female",26,"S",24,TRUE,3,FALSE
532,0,3,"male",7.2,"C",NA,NA,1,TRUE
533,0,3,"male",7.2,"C",204,TRUE,3,FALSE
534,1,3,"female",22.4,"C",NA,NA,3,FALSE
535,0,3,"female",8.7,"S",360,FALSE,1,TRUE
536,1,2,"female",26.2,"S",84,TRUE,3,FALSE
537,0,1,"male",26.6,"S",540,FALSE,1,TRUE
538,1,1,"female",106.4,"C",360,FALSE,1,TRUE
539,0,3,"male",14.5,"S",NA,NA,1,TRUE
540,1,1,"female",49.5,"C",264,FALSE,3,FALSE
541,1,1,"female",71,"S",432,FALSE,3,FALSE
542,0,3,"female",31.3,"S",108,TRUE,7,FALSE
543,0,3,"female",31.3,"S",132,TRUE,7,FALSE
544,1,2,"male",26,"S",384,FALSE,2,FALSE
545,0,1,"male",106.4,"C",600,FALSE,2,FALSE
546,0,1,"male",26,"S",768,FALSE,1,TRUE
547,1,2,"female",26,"S",228,TRUE,2,FALSE
548,1,2,"male",13.9,"C",NA,NA,1,TRUE
549,0,3,"male",20.5,"S",396,FALSE,3,FALSE
550,1,2,"male",36.8,"S",96,TRUE,3,FALSE
551,1,1,"male",110.9,"C",204,TRUE,3,FALSE
552,0,2,"male",26,"S",324,FALSE,1,TRUE
553,0,3,"male",7.8,"Q",NA,NA,1,TRUE
554,1,3,"male",7.2,"C",264,FALSE,1,TRUE
555,1,3,"female",7.8,"S",264,FALSE,1,TRUE
556,0,1,"male",26.6,"S",744,FALSE,1,TRUE
557,1,1,"female",39.6,"C",576,FALSE,2,FALSE
558,0,1,"male",227.5,"C",NA,NA,1,TRUE
559,1,1,"female",79.7,"S",468,FALSE,3,FALSE
560,1,3,"female",17.4,"S",432,FALSE,2,FALSE
561,0,3,"male",7.8,"Q",NA,NA,1,TRUE
562,0,3,"male",7.9,"S",480,FALSE,1,TRUE
563,0,2,"male",13.5,"S",336,FALSE,1,TRUE
564,0,3,"male",8.1,"S",NA,NA,1,TRUE
565,0,3,"female",8.1,"S",NA,NA,1,TRUE
566,0,3,"male",24.1,"S",288,FALSE,3,FALSE
567,0,3,"male",7.9,"S",228,TRUE,1,TRUE
568,0,3,"female",21.1,"S",348,FALSE,5,FALSE
569,0,3,"male",7.2,"C",NA,NA,1,TRUE
570,1,3,"male",7.9,"S",384,FALSE,1,TRUE
571,1,2,"male",10.5,"S",744,FALSE,1,TRUE
572,1,1,"female",51.5,"S",636,FALSE,3,FALSE
573,1,1,"male",26.4,"S",432,FALSE,1,TRUE
574,1,3,"female",7.8,"Q",NA,NA,1,TRUE
575,0,3,"male",8.1,"S",192,TRUE,1,TRUE
576,0,3,"male",14.5,"S",228,TRUE,1,TRUE
577,1,2,"female",13,"S",408,FALSE,1,TRUE
578,1,1,"female",55.9,"S",468,FALSE,2,FALSE
579,0,3,"female",14.5,"C",NA,NA,2,FALSE
580,1,3,"male",7.9,"S",384,FALSE,1,TRUE
581,1,2,"female",30,"S",300,FALSE,3,FALSE
582,1,1,"female",110.9,"C",468,FALSE,3,FALSE
583,0,2,"male",26,"S",648,FALSE,1,TRUE
584,0,1,"male",40.1,"C",432,FALSE,1,TRUE
585,0,3,"male",8.7,"C",NA,NA,1,TRUE
586,1,1,"female",79.7,"S",216,TRUE,3,FALSE
587,0,2,"male",15,"S",564,FALSE,1,TRUE
588,1,1,"male",79.2,"C",720,FALSE,3,FALSE
589,0,3,"male",8.1,"S",264,FALSE,1,TRUE
590,0,3,"male",8.1,"S",NA,NA,1,TRUE
591,0,3,"male",7.1,"S",420,FALSE,1,TRUE
592,1,1,"female",78.3,"C",624,FALSE,2,FALSE
593,0,3,"male",7.2,"S",564,FALSE,1,TRUE
594,0,3,"female",7.8,"Q",NA,NA,3,FALSE
595,0,2,"male",26,"S",444,FALSE,2,FALSE
596,0,3,"male",24.1,"S",432,FALSE,3,FALSE
597,1,2,"female",33,"S",NA,NA,1,TRUE
598,0,3,"male",0,"S",588,FALSE,1,TRUE
599,0,3,"male",7.2,"C",NA,NA,1,TRUE
600,1,1,"male",56.9,"C",588,FALSE,2,FALSE
601,1,2,"female",27,"S",288,FALSE,4,FALSE
602,0,3,"male",7.9,"S",NA,NA,1,TRUE
603,0,1,"male",42.4,"S",NA,NA,1,TRUE
604,0,3,"male",8.1,"S",528,FALSE,1,TRUE
605,1,1,"male",26.6,"C",420,FALSE,1,TRUE
606,0,3,"male",15.6,"S",432,FALSE,2,FALSE
607,0,3,"male",7.9,"S",360,FALSE,1,TRUE
608,1,1,"male",30.5,"S",324,FALSE,1,TRUE
609,1,2,"female",41.6,"C",264,FALSE,4,FALSE
610,1,1,"female",153.5,"S",480,FALSE,1,TRUE
611,0,3,"female",31.3,"S",468,FALSE,7,FALSE
612,0,3,"male",7,"S",NA,NA,1,TRUE
613,1,3,"female",15.5,"Q",NA,NA,2,FALSE
614,0,3,"male",7.8,"Q",NA,NA,1,TRUE
615,0,3,"male",8.1,"S",420,FALSE,1,TRUE
616,1,2,"female",65,"S",288,FALSE,4,FALSE
617,0,3,"male",14.4,"S",408,FALSE,3,FALSE
618,0,3,"female",16.1,"S",312,FALSE,2,FALSE
619,1,2,"female",39,"S",48,TRUE,4,FALSE
620,0,2,"male",10.5,"S",312,FALSE,1,TRUE
621,0,3,"male",14.5,"C",324,FALSE,2,FALSE
622,1,1,"male",52.6,"S",504,FALSE,2,FALSE
623,1,3,"male",15.7,"C",240,FALSE,3,FALSE
624,0,3,"male",7.9,"S",252,FALSE,1,TRUE
625,0,3,"male",16.1,"S",252,FALSE,1,TRUE
626,0,1,"male",32.3,"S",732,FALSE,1,TRUE
627,0,2,"male",12.3,"Q",684,FALSE,1,TRUE
628,1,1,"female",78,"S",252,FALSE,1,TRUE
629,0,3,"male",7.9,"S",312,FALSE,1,TRUE
630,0,3,"male",7.7,"Q",NA,NA,1,TRUE
631,1,1,"male",30,"S",960,FALSE,1,TRUE
632,0,3,"male",7.1,"S",612,FALSE,1,TRUE
633,1,1,"male",30.5,"C",384,FALSE,1,TRUE
634,0,1,"male",0,"S",NA,NA,1,TRUE
635,0,3,"female",27.9,"S",108,TRUE,6,FALSE
636,1,2,"female",13,"S",336,FALSE,1,TRUE
637,0,3,"male",7.9,"S",384,FALSE,1,TRUE
638,0,2,"male",26.2,"S",372,FALSE,3,FALSE
639,0,3,"female",39.7,"S",492,FALSE,6,FALSE
640,0,3,"male",16.1,"S",NA,NA,2,FALSE
641,0,3,"male",7.9,"S",240,FALSE,1,TRUE
642,1,1,"female",69.3,"C",288,FALSE,1,TRUE
643,0,3,"female",27.9,"S",24,TRUE,6,FALSE
644,1,3,"male",56.5,"S",NA,NA,1,TRUE
645,1,3,"female",19.3,"C",9,TRUE,4,FALSE
646,1,1,"male",76.7,"C",576,FALSE,2,FALSE
647,0,3,"male",7.9,"S",228,TRUE,1,TRUE
648,1,1,"male",35.5,"C",672,FALSE,1,TRUE
649,0,3,"male",7.6,"S",NA,NA,1,TRUE
650,1,3,"female",7.6,"S",276,FALSE,1,TRUE
651,0,3,"male",7.9,"S",NA,NA,1,TRUE
652,1,2,"female",23,"S",216,TRUE,2,FALSE
653,0,3,"male",8.4,"S",252,FALSE,1,TRUE
654,1,3,"female",7.8,"Q",NA,NA,1,TRUE
655,0,3,"female",6.8,"Q",216,TRUE,1,TRUE
656,0,2,"male",73.5,"S",288,FALSE,3,FALSE
657,0,3,"male",7.9,"S",NA,NA,1,TRUE
658,0,3,"female",15.5,"Q",384,FALSE,3,FALSE
659,0,2,"male",13,"S",276,FALSE,1,TRUE
660,0,1,"male",113.3,"C",696,FALSE,3,FALSE
661,1,1,"male",133.7,"S",600,FALSE,3,FALSE
662,0,3,"male",7.2,"C",480,FALSE,1,TRUE
663,0,1,"male",25.6,"S",564,FALSE,1,TRUE
664,0,3,"male",7.5,"S",432,FALSE,1,TRUE
665,1,3,"male",7.9,"S",240,FALSE,2,FALSE
666,0,2,"male",73.5,"S",384,FALSE,3,FALSE
667,0,2,"male",13,"S",300,FALSE,1,TRUE
668,0,3,"male",7.8,"S",NA,NA,1,TRUE
669,0,3,"male",8.1,"S",516,FALSE,1,TRUE
670,1,1,"female",52,"S",NA,NA,2,FALSE
671,1,2,"female",39,"S",480,FALSE,3,FALSE
672,0,1,"male",52,"S",372,FALSE,2,FALSE
673,0,2,"male",10.5,"S",840,FALSE,1,TRUE
674,1,2,"male",13,"S",372,FALSE,1,TRUE
675,0,2,"male",0,"S",NA,NA,1,TRUE
676,0,3,"male",7.8,"S",216,TRUE,1,TRUE
677,0,3,"male",8.1,"S",294,FALSE,1,TRUE
678,1,3,"female",9.8,"S",216,TRUE,1,TRUE
679,0,3,"female",46.9,"S",516,FALSE,8,FALSE
680,1,1,"male",512.3,"C",432,FALSE,2,FALSE
681,0,3,"female",8.1,"Q",NA,NA,1,TRUE
682,1,1,"male",76.7,"C",324,FALSE,1,TRUE
683,0,3,"male",9.2,"S",240,FALSE,1,TRUE
684,0,3,"male",46.9,"S",168,TRUE,8,FALSE
685,0,2,"male",39,"S",720,FALSE,3,FALSE
686,0,2,"male",41.6,"C",300,FALSE,4,FALSE
687,0,3,"male",39.7,"S",168,TRUE,6,FALSE
688,0,3,"male",10.2,"S",228,TRUE,1,TRUE
689,0,3,"male",7.8,"S",216,TRUE,1,TRUE
690,1,1,"female",211.3,"S",180,TRUE,2,FALSE
691,1,1,"male",57,"S",372,FALSE,2,FALSE
692,1,3,"female",13.4,"C",48,TRUE,2,FALSE
693,1,3,"male",56.5,"S",NA,NA,1,TRUE
694,0,3,"male",7.2,"C",300,FALSE,1,TRUE
695,0,1,"male",26.6,"S",720,FALSE,1,TRUE
696,0,2,"male",13.5,"S",624,FALSE,1,TRUE
697,0,3,"male",8.1,"S",528,FALSE,1,TRUE
698,1,3,"female",7.7,"Q",NA,NA,1,TRUE
699,0,1,"male",110.9,"C",588,FALSE,3,FALSE
700,0,3,"male",7.7,"S",504,FALSE,1,TRUE
701,1,1,"female",227.5,"C",216,TRUE,2,FALSE
702,1,1,"male",26.3,"S",420,FALSE,1,TRUE
703,0,3,"female",14.5,"C",216,TRUE,2,FALSE
704,0,3,"male",7.7,"Q",300,FALSE,1,TRUE
705,0,3,"male",7.9,"S",312,FALSE,2,FALSE
706,0,2,"male",26,"S",468,FALSE,1,TRUE
707,1,2,"female",13.5,"S",540,FALSE,1,TRUE
708,1,1,"male",26.3,"S",504,FALSE,1,TRUE
709,1,1,"female",151.6,"S",264,FALSE,1,TRUE
710,1,3,"male",15.2,"C",NA,NA,3,FALSE
711,1,1,"female",49.5,"C",288,FALSE,1,TRUE
712,0,1,"male",26.6,"S",NA,NA,1,TRUE
713,1,1,"male",52,"S",576,FALSE,2,FALSE
714,0,3,"male",9.5,"S",348,FALSE,1,TRUE
715,0,2,"male",13,"S",624,FALSE,1,TRUE
716,0,3,"male",7.7,"S",228,TRUE,1,TRUE
717,1,1,"female",227.5,"C",456,FALSE,1,TRUE
718,1,2,"female",10.5,"S",324,FALSE,1,TRUE
719,0,3,"male",15.5,"Q",NA,NA,1,TRUE
720,0,3,"male",7.8,"S",396,FALSE,1,TRUE
721,1,2,"female",33,"S",72,TRUE,2,FALSE
722,0,3,"male",7.1,"S",204,TRUE,2,FALSE
723,0,2,"male",13,"S",408,FALSE,1,TRUE
724,0,2,"male",13,"S",600,FALSE,1,TRUE
725,1,1,"male",53.1,"S",324,FALSE,2,FALSE
726,0,3,"male",8.7,"S",240,FALSE,1,TRUE
727,1,2,"female",21,"S",360,FALSE,4,FALSE
728,1,3,"female",7.7,"Q",NA,NA,1,TRUE
729,0,2,"male",26,"S",300,FALSE,2,FALSE
730,0,3,"female",7.9,"S",300,FALSE,2,FALSE
731,1,1,"female",211.3,"S",348,FALSE,1,TRUE
732,0,3,"male",18.8,"C",132,TRUE,1,TRUE
733,0,2,"male",0,"S",NA,NA,1,TRUE
734,0,2,"male",13,"S",276,FALSE,1,TRUE
735,0,2,"male",13,"S",276,FALSE,1,TRUE
736,0,3,"male",16.1,"S",342,FALSE,1,TRUE
737,0,3,"female",34.4,"S",576,FALSE,5,FALSE
738,1,1,"male",512.3,"C",420,FALSE,1,TRUE
739,0,3,"male",7.9,"S",NA,NA,1,TRUE
740,0,3,"male",7.9,"S",NA,NA,1,TRUE
741,1,1,"male",30,"S",NA,NA,1,TRUE
742,0,1,"male",78.8,"S",432,FALSE,2,FALSE
743,1,1,"female",262.4,"C",252,FALSE,5,FALSE
744,0,3,"male",16.1,"S",288,FALSE,2,FALSE
745,1,3,"male",7.9,"S",372,FALSE,1,TRUE
746,0,1,"male",71,"S",840,FALSE,3,FALSE
747,0,3,"male",20.2,"S",192,TRUE,3,FALSE
748,1,2,"female",13,"S",360,FALSE,1,TRUE
749,0,1,"male",53.1,"S",228,TRUE,2,FALSE
750,0,3,"male",7.8,"Q",372,FALSE,1,TRUE
751,1,2,"female",23,"S",48,TRUE,3,FALSE
752,1,3,"male",12.5,"S",72,TRUE,2,FALSE
753,0,3,"male",9.5,"S",396,FALSE,1,TRUE
754,0,3,"male",7.9,"S",276,FALSE,1,TRUE
755,1,2,"female",65,"S",576,FALSE,4,FALSE
756,1,2,"male",14.5,"S",8,TRUE,3,FALSE
757,0,3,"male",7.8,"S",336,FALSE,1,TRUE
758,0,2,"male",11.5,"S",216,TRUE,1,TRUE
759,0,3,"male",8.1,"S",408,FALSE,1,TRUE
760,1,1,"female",86.5,"S",396,FALSE,1,TRUE
761,0,3,"male",14.5,"S",NA,NA,1,TRUE
762,0,3,"male",7.1,"S",492,FALSE,1,TRUE
763,1,3,"male",7.2,"C",240,FALSE,1,TRUE
764,1,1,"female",120,"S",432,FALSE,4,FALSE
765,0,3,"male",7.8,"S",192,TRUE,1,TRUE
766,1,1,"female",78,"S",612,FALSE,2,FALSE
767,0,1,"male",39.6,"C",NA,NA,1,TRUE
768,0,3,"female",7.8,"Q",366,FALSE,1,TRUE
769,0,3,"male",24.1,"Q",NA,NA,2,FALSE
770,0,3,"male",8.4,"S",384,FALSE,1,TRUE
771,0,3,"male",9.5,"S",288,FALSE,1,TRUE
772,0,3,"male",7.9,"S",576,FALSE,1,TRUE
773,0,2,"female",10.5,"S",684,FALSE,1,TRUE
774,0,3,"male",7.2,"C",NA,NA,1,TRUE
775,1,2,"female",23,"S",648,FALSE,5,FALSE
776,0,3,"male",7.8,"S",216,TRUE,1,TRUE
777,0,3,"male",7.8,"Q",NA,NA,1,TRUE
778,1,3,"female",12.5,"S",60,TRUE,1,TRUE
779,0,3,"male",7.7,"Q",NA,NA,1,TRUE
780,1,1,"female",211.3,"S",516,FALSE,2,FALSE
781,1,3,"female",7.2,"C",156,TRUE,1,TRUE
782,1,1,"female",57,"S",204,TRUE,2,FALSE
783,0,1,"male",30,"S",348,FALSE,1,TRUE
784,0,3,"male",23.4,"S",NA,NA,4,FALSE
785,0,3,"male",7,"S",300,FALSE,1,TRUE
786,0,3,"male",7.2,"S",300,FALSE,1,TRUE
787,1,3,"female",7.5,"S",216,TRUE,1,TRUE
788,0,3,"male",29.1,"Q",96,TRUE,6,FALSE
789,1,3,"male",20.6,"S",12,TRUE,4,FALSE
790,0,1,"male",79.2,"C",552,FALSE,1,TRUE
791,0,3,"male",7.8,"Q",NA,NA,1,TRUE
792,0,2,"male",26,"S",192,TRUE,1,TRUE
793,0,3,"female",69.6,"S",NA,NA,11,FALSE
794,0,1,"male",30.7,"C",NA,NA,1,TRUE
795,0,3,"male",7.9,"S",300,FALSE,1,TRUE
796,0,2,"male",13,"S",468,FALSE,1,TRUE
797,1,1,"female",25.9,"S",588,FALSE,1,TRUE
798,1,3,"female",8.7,"S",372,FALSE,1,TRUE
799,0,3,"male",7.2,"C",360,FALSE,1,TRUE
800,0,3,"female",24.1,"S",360,FALSE,3,FALSE
801,0,2,"male",13,"S",408,FALSE,1,TRUE
802,1,2,"female",26.2,"S",372,FALSE,3,FALSE
803,1,1,"male",120,"S",132,TRUE,4,FALSE
804,1,3,"male",8.5,"C",5,TRUE,2,FALSE
805,1,3,"male",7,"S",324,FALSE,1,TRUE
806,0,3,"male",7.8,"S",372,FALSE,1,TRUE
807,0,1,"male",0,"S",468,FALSE,1,TRUE
808,0,3,"female",7.8,"S",216,TRUE,1,TRUE
809,0,2,"male",13,"S",468,FALSE,1,TRUE
810,1,1,"female",53.1,"S",396,FALSE,2,FALSE
811,0,3,"male",7.9,"S",312,FALSE,1,TRUE
812,0,3,"male",24.1,"S",468,FALSE,1,TRUE
813,0,2,"male",10.5,"S",420,FALSE,1,TRUE
814,0,3,"female",31.3,"S",72,TRUE,7,FALSE
815,0,3,"male",8.1,"S",366,FALSE,1,TRUE
816,0,1,"male",0,"S",NA,NA,1,TRUE
817,0,3,"female",7.9,"S",276,FALSE,1,TRUE
818,0,2,"male",37,"C",372,FALSE,3,FALSE
819,0,3,"male",6.4,"S",516,FALSE,1,TRUE
820,0,3,"male",27.9,"S",120,TRUE,6,FALSE
821,1,1,"female",93.5,"S",624,FALSE,3,FALSE
822,1,3,"male",8.7,"S",324,FALSE,1,TRUE
823,0,1,"male",0,"S",456,FALSE,1,TRUE
824,1,3,"female",12.5,"S",324,FALSE,2,FALSE
825,0,3,"male",39.7,"S",24,TRUE,6,FALSE
826,0,3,"male",7,"Q",NA,NA,1,TRUE
827,0,3,"male",56.5,"S",NA,NA,1,TRUE
828,1,2,"male",37,"C",12,TRUE,3,FALSE
829,1,3,"male",7.8,"Q",NA,NA,1,TRUE
830,1,1,"female",80,"",744,FALSE,1,TRUE
831,1,3,"female",14.5,"C",180,TRUE,2,FALSE
832,1,2,"male",18.8,"S",10,TRUE,3,FALSE
833,0,3,"male",7.2,"C",NA,NA,1,TRUE
834,0,3,"male",7.9,"S",276,FALSE,1,TRUE
835,0,3,"male",8.3,"S",216,TRUE,1,TRUE
836,1,1,"female",83.2,"C",468,FALSE,3,FALSE
837,0,3,"male",8.7,"S",252,FALSE,1,TRUE
838,0,3,"male",8.1,"S",NA,NA,1,TRUE
839,1,3,"male",56.5,"S",384,FALSE,1,TRUE
840,1,1,"male",29.7,"C",NA,NA,1,TRUE
841,0,3,"male",7.9,"S",240,FALSE,1,TRUE
842,0,2,"male",10.5,"S",192,TRUE,1,TRUE
843,1,1,"female",31,"C",360,FALSE,1,TRUE
844,0,3,"male",6.4,"C",414,FALSE,1,TRUE
845,0,3,"male",8.7,"S",204,TRUE,1,TRUE
846,0,3,"male",7.6,"S",504,FALSE,1,TRUE
847,0,3,"male",69.6,"S",NA,NA,11,FALSE
848,0,3,"male",7.9,"C",420,FALSE,1,TRUE
849,0,2,"male",33,"S",336,FALSE,2,FALSE
850,1,1,"female",89.1,"C",NA,NA,2,FALSE
851,0,3,"male",31.3,"S",48,TRUE,7,FALSE
852,0,3,"male",7.8,"S",888,FALSE,1,TRUE
853,0,3,"female",15.2,"C",108,TRUE,3,FALSE
854,1,1,"female",39.4,"S",192,TRUE,2,FALSE
855,0,2,"female",26,"S",528,FALSE,2,FALSE
856,1,3,"female",9.3,"S",216,TRUE,2,FALSE
857,1,1,"female",164.9,"S",540,FALSE,3,FALSE
858,1,1,"male",26.6,"S",612,FALSE,1,TRUE
859,1,3,"female",19.3,"C",288,FALSE,4,FALSE
860,0,3,"male",7.2,"C",NA,NA,1,TRUE
861,0,3,"male",14.1,"S",492,FALSE,3,FALSE
862,0,2,"male",11.5,"S",252,FALSE,2,FALSE
863,1,1,"female",25.9,"S",576,FALSE,1,TRUE
864,0,3,"female",69.6,"S",NA,NA,11,FALSE
865,0,2,"male",13,"S",288,FALSE,1,TRUE
866,1,2,"female",13,"S",504,FALSE,1,TRUE
867,1,2,"female",13.9,"C",324,FALSE,2,FALSE
868,0,1,"male",50.5,"S",372,FALSE,1,TRUE
869,0,3,"male",9.5,"S",NA,NA,1,TRUE
870,1,3,"male",11.1,"S",48,TRUE,3,FALSE
871,0,3,"male",7.9,"S",312,FALSE,1,TRUE
872,1,1,"female",52.6,"S",564,FALSE,3,FALSE
873,0,1,"male",5,"S",396,FALSE,1,TRUE
874,0,3,"male",9,"S",564,FALSE,1,TRUE
875,1,2,"female",24,"C",336,FALSE,2,FALSE
876,1,3,"female",7.2,"C",180,TRUE,1,TRUE
877,0,3,"male",9.8,"S",240,FALSE,1,TRUE
878,0,3,"male",7.9,"S",228,TRUE,1,TRUE
879,0,3,"male",7.9,"S",NA,NA,1,TRUE
880,1,1,"female",83.2,"C",672,FALSE,2,FALSE
881,1,2,"female",26,"S",300,FALSE,2,FALSE
882,0,3,"male",7.9,"S",396,FALSE,1,TRUE
883,0,3,"female",10.5,"S",264,FALSE,1,TRUE
884,0,2,"male",10.5,"S",336,FALSE,1,TRUE
885,0,3,"male",7,"S",300,FALSE,1,TRUE
886,0,3,"female",29.1,"Q",468,FALSE,6,FALSE
887,0,2,"male",13,"S",324,FALSE,1,TRUE
888,1,1,"female",30,"S",228,TRUE,1,TRUE
889,0,3,"female",23.4,"S",NA,NA,4,FALSE
890,1,1,"male",30,"C",312,FALSE,1,TRUE
891,0,3,"male",7.8,"Q",384,FALSE,1,TRUE
